"csvTest",2009-10-25 19:04:42,2009-10-25 19:04:43,50.18181818181819,0,100,31.567584587583113,11,11.0
"csvTest",2009-10-25 19:04:43,2009-10-25 19:04:44,145.125,110,180,22.83329531627006,8,8.0
"csvTest",2009-10-25 19:04:44,2009-10-25 19:04:45,190.0,190,190,0.0,1,1.0
